sourceKey,language,legacyId,titleOfficial,officialUrl,officialDateRaw,officialDateNormalized,officialDatePrecision,action,reason,sourceFile,counterpartLegacyId,candidateId,candidateSlug,titleExact,textSimilarity,exactExcerpt,exactContent,sourceContentSha256
es:1960,es,1960,Se Otorgan Estímulos Fiscales a Contribuyentes que Operen dentro de los Polos de Desarrollo Económico para el Bienestar,https://www.vonwobeser.com/index.php/publicacion?p_id=1960,"Mayo, 2025",2025-05,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1960.html,,a834d95d-7f85-422a-b7d6-32bfdac9d083,tax-incentives-granted-to-taxpayers-operating-within-the-economic-development-hubs-for-well-bein-1960,true,1.0000,true,true,
es:1957,es,1957,Nuevas Leyes Secundarias Modifican el Sector Energético en México,https://www.vonwobeser.com/index.php/publicacion?p_id=1957,"Marzo, 2025",2025-03,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1957.html,,189aeb89-a442-43ba-b643-e593623c6e96,nuevas-leyes-secundarias-modifican-el,true,0.6435,true,false,
es:1953,es,1953,Publicación de Criterio sobre Responsabilidad Penal de Personas Morales.,https://www.vonwobeser.com/index.php/publicacion?p_id=1953,"Febrero, 2025",2025-02,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1953.html,,fa066d4b-e4be-4395-b3e7-ba2ea8662b32,publicacion-de-criterio-sobre,true,0.9261,true,false,
es:1939,es,1939,Flexibilización de la prohibición de importación temporal de textiles y confecciones bajo programas IMMEX,https://www.vonwobeser.com/index.php/publicacion?p_id=1939,"Enero, 2025",2025-01,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1939.html,,511b1b18-e06c-4ade-b955-768b42f5bb8e,flexibilizacion-de-la-prohibicion-de,true,0.8523,true,false,
es:1937,es,1937,Reforma Laboral en materia de Trabajo en Plataformas Digitales,https://www.vonwobeser.com/index.php/publicacion?p_id=1937,"Enero, 2025",2025-01,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1937.html,,242eccd7-8db8-4e4d-99ab-a035fccdf591,reforma-laboral-en-materia-de-trabajo,true,0.8447,false,false,
es:1935,es,1935,Propuesta de Servicios Legales y de Cumplimiento: Preparación frente a las Regulaciones OFAC y la Designación de Cárteles como Organizaciones Terroristas,https://www.vonwobeser.com/index.php/publicacion?p_id=1935,"Enero, 2025",2025-01,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1935.html,,b5dcec5e-c153-4ee6-8e23-da458e1a39f8,propuesta-de-servicios-legales-y-de,true,0.7039,false,false,
es:1933,es,1933,Nuevos Valores de la UMA vigentes a partir del 1º de febrero de 2025,https://www.vonwobeser.com/index.php/publicacion?p_id=1933,"Enero, 2025",2025-01,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1933.html,,7cfcec9f-6f61-4260-87d4-5f1539e03564,nuevos-valores-de-la-uma-vigentes-a,true,0.6842,true,false,
es:1930,es,1930,México expresa a la ONU posición restrictiva sobre uso de la fuerza en territorio extranjero,https://www.vonwobeser.com/index.php/publicacion?p_id=1930,"Febrero, 2025",2025-02,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1930.html,,30af31ac-2a9f-4988-aacd-fd857a3fe8a2,mexico-expresa-a-la-onu-posicion,true,0.9444,true,false,
es:1927,es,1927,Nuevos salarios mínimos a partir del 1° de enero de 2025,https://www.vonwobeser.com/index.php/publicacion?p_id=1927,"Enero, 2025",2025-01,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1927.html,,5a7e0fe2-0d8a-4175-be4f-aabea56862fa,nuevos-salarios-minimos-a-partir-del-1,true,0.0561,true,false,
es:1911,es,1911,Propuesta de Reforma a la LFPIORPI y al CPF para Fortalecer la Prevención de Lavado de Dinero y el Financiamiento al Terrorismo,https://www.vonwobeser.com/index.php/publicacion?p_id=1911,"Octubre, 2024",2024-10,month,already_reconciled,verified_official_legacy_id_already_present,../mirror/index.php/publicacion/p_id-1911.html,,ff4ea0b6-481a-43d2-9aac-c790ca47c8fd,propuesta-de-reforma-a-la-lfpiorpi-y,true,0.9031,true,false,
es:1265,es,1265,"CENACE suspende pruebas preoperativas e impone límites a la transmisión de centrales eléctricas fotovoltaicas y eólicas, y abre la puerta a la promoción de medios de defensa de las empresas afectadas",https://www.vonwobeser.com/index.php/publicacion?p_id=1265,"Mayo, 2020",2020-05,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1265.html,,5dcec8ed-049b-4321-b076-3713a07b0648,cenace-suspende-pruebas-preoperativas-e-impone-limites-a-la-transmision-de-centrales-electricas-1265,true,1.0000,true,true,
es:1250,es,1250,El CJF considera “asunto urgente” a las medidas cautelares en concursos mercantiles,https://www.vonwobeser.com/index.php/publicacion?p_id=1250,"Abril, 2020",2020-04,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1250.html,,44aff1af-87d0-47ea-aba4-fe05e5029ae9,el-cjf-considera-asunto-urgente-a-las-medidas-cautelares-en-concursos-mercantiles-1250,true,1.0000,true,true,
es:1205,es,1205,Actualización: Suspensión de términos y plazos de la Comisión Reguladora de Energía,https://www.vonwobeser.com/index.php/publicacion?p_id=1205,"Abril, 2020",2020-04,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1205.html,,c540444c-565d-4cd3-84dd-cdc25aa475bb,actualizacion-suspension-de-terminos-y-plazos-de-la-comision-reguladora-de-energia-1205,true,1.0000,true,true,
es:1197,es,1197,AB InBev reitera su apuesta por la energía renovable en México,https://www.vonwobeser.com/index.php/publicacion?p_id=1197,"Diciembre, 2019",2019-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1197.html,,a2f62cbc-24a7-4e58-96a4-b3d4ded3e828,ab-inbev-reitera-su-apuesta-por-la-energia-renovable-en-mexico-1197,true,1.0000,true,true,
es:1196,es,1196,Santander desarrolla una estrategia de pagos en México,https://www.vonwobeser.com/index.php/publicacion?p_id=1196,"Marzo, 2020",2020-03,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1196.html,,78466f6a-166b-4507-a1a4-1502f649ae8a,santander-desarrolla-una-estrategia-de-pagos-en-mexico-1196,true,1.0000,true,true,
es:1100,es,1100,"Disposiciones de Carácter General en Transparencia y Sanas Prácticas, emitidas por la CONDUSEF, aplicables a las ITF",https://www.vonwobeser.com/index.php/publicacion?p_id=1100,"Julio, 2019",2019-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1100.html,,f42ecbcb-da05-446a-a1f8-faa9a9c416fe,general-transparency-and-healthy-practices-provisions-issued-by-the-condusef-applicable-to-the-f-1100,true,1.0000,true,false,
es:1098,es,1098,"Reforma a la Ley Federal del Trabajo y del Seguro Social, en materia de trabajadores del hogar",https://www.vonwobeser.com/index.php/publicacion?p_id=1098,"Julio, 2019",2019-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1098.html,,295135c6-75ad-4245-9da7-053561a37a23,reform-of-the-federal-labor-and-social-security-laws-in-relation-to-domestic-workers-1098,true,1.0000,true,false,
es:1096,es,1096,Reforma en relación al otorgamiento de licencias para padres cuyos hijos hayan sido diagnosticados con cáncer,https://www.vonwobeser.com/index.php/publicacion?p_id=1096,"Junio, 2019",2019-06,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1096.html,,537044be-5406-4e4c-b407-848da00b196c,reform-in-relation-to-the-granting-of-leave-for-parents-whose-children-have-been-diagnosed-with-1096,true,1.0000,true,false,
es:1095,es,1095,Latin Lawyer- Entendiendo al Peje: lo que los abogados esperan de la presidencia de AMLO,https://www.vonwobeser.com/index.php/publicacion?p_id=1095,"Mayo, 2019",2019-05,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1095.html,,9579dee0-bfb9-47bf-8389-ba2db760f1f5,latin-lawyer-entendiendo-al-peje-lo-que-los-abogados-esperan-de-la-presidencia-de-amlo-1095,true,1.0000,true,false,
es:1062,es,1062,Circulares emitidas por el Banco de México en materia de Mitigación de Riesgos; Operaciones con Activos Virtuales; Modelos Novedosos y Operaciones en Moneda Extranjera,https://www.vonwobeser.com/index.php/publicacion?p_id=1062,"Marzo, 2019",2019-03,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1062.html,,3aea0b85-7d94-4b97-bb9f-4b011e13a460,circulares-emitidas-por-el-banco-de-mexico-en-materia-de-mitigacion-de-riesgos-operaciones-con-a-1062,true,1.0000,true,false,
es:1059,es,1059,Global Competition Review- Fernando Carreño- Compañía de información crediticia multada por negarse a negociar en México,https://www.vonwobeser.com/index.php/publicacion?p_id=1059,"Marzo, 2019",2019-03,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1059.html,,d38dce0b-bcd4-4f12-ad76-923ad61c74b4,global-competition-review-fernando-carreno-compania-de-informacion-crediticia-multada-por-negars-1059,true,1.0000,true,false,
es:1010,es,1010,Evento: Planning Past Unconscious Bias: The ArbitralWomen Diversity Toolkit,https://www.vonwobeser.com/index.php/publicacion?p_id=1010,"Octubre, 2018",2018-10,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-1010.html,,ac20a02f-ce79-44aa-942b-47fc713a04b5,evento-planning-past-unconscious-bias-the-arbitralwomen-diversity-toolkit-1010,true,1.0000,true,false,
es:988,es,988,El CENAGAS emite bases preliminares de licitación para almacenamiento estratégico de gas natural en Veracruz,https://www.vonwobeser.com/index.php/publicacion?p_id=988,"Agosto, 2018",2018-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-988.html,,28604613-898a-4fcd-b8b6-6c878f2855b2,el-cenagas-emite-bases-preliminares-de-licitacion-para-almacenamiento-estrategico-de-gas-natural-988,true,1.0000,true,false,
es:979,es,979,La profesora Andrea K. Bjorkland entrevistó a Claus von Wobeser,https://www.vonwobeser.com/index.php/publicacion?p_id=979,"Agosto, 2018",2018-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-979.html,,54fdb857-c22f-4426-85a1-005eacae99f8,la-profesora-andrea-k-bjorkland-entrevisto-a-claus-von-wobeser-979,true,1.0000,true,true,
es:977,es,977,Reglas secundarias a la Ley para Regular las Instituciones de Tecnología Financiera en materia de lavado de dinero y de carácter general,https://www.vonwobeser.com/index.php/publicacion?p_id=977,"Agosto, 2018",2018-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-977.html,,9d59a5c7-a13f-46e7-afcb-2f00fa63985b,secondary-rules-to-the-law-regulating-financial-technology-institutions-in-relation-to-money-lau-977,true,1.0000,true,false,
es:970,es,970,Lex Latin- Luis Burgueño y Marisol Márquez- Monex adquiere mayoría de Arrendadora Avance en México,https://www.vonwobeser.com/index.php/publicacion?p_id=970,"Julio, 2018",2018-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-970.html,,8e8e9cbb-98f2-45e1-b6e2-40eae900d92f,lex-latin-luis-burgueno-marisol-marquez-monex-acquires-majority-stake-in-arrendadora-avance-in-m-970,true,1.0000,true,false,
es:969,es,969,Latin Lawyer- Fernando Carreño- Comisionados de la COFECE consideran lineamientos redundantes,https://www.vonwobeser.com/index.php/publicacion?p_id=969,"Julio, 2018",2018-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-969.html,,b80dbe2d-8f5d-4d7c-926f-bc94ac2bb05d,latin-lawyer-fernando-carreno-mexican-antitrust-commissioners-felt-guidelines-were-redundant-969,true,1.0000,true,false,
es:967,es,967,LACCA- Claus von Wobeser- Abogados llaman a AMLO a elaborar una estrategia para combatir la corrupción,https://www.vonwobeser.com/index.php/publicacion?p_id=967,"Julio, 2018",2018-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-967.html,,7df8b076-733f-4be0-b9e2-7c0f041ceac6,lacca-claus-von-wobeser-lawyers-call-on-amlo-to-outline-anti-corruption-strategy-967,true,1.0000,true,false,
es:965,es,965,Las primeras disposiciones de carácter general de la Ley Fintech serán publicadas en septiembre,https://www.vonwobeser.com/index.php/publicacion?p_id=965,"Julio, 2018",2018-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-965.html,,e14c64fc-d01b-4aee-9a9d-fd5f7b1455aa,the-first-general-provisions-of-the-fintech-law-will-be-published-in-september-965,true,1.0000,true,false,
es:961,es,961,Latin Lawyer- Luis Burgueño- El triunfo electoral de López Obrador no agobia a los abogados mexicanos,https://www.vonwobeser.com/index.php/publicacion?p_id=961,"Julio, 2018",2018-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-961.html,,ff371e2d-d478-49ab-8177-68c0ac799834,latin-lawyer-luis-burgueno-lopez-obrador-s-landslide-victory-leaves-mexican-lawyers-unfazed-961,true,1.0000,true,false,
es:959,es,959,Forbes- Diego Sierra- Especial de Abogados: Cómo atacar la corrupción,https://www.vonwobeser.com/index.php/publicacion?p_id=959,"Julio, 2018",2018-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-959.html,,6fc4e2be-11a2-44bb-b263-90e8156990fd,forbes-diego-sierra-lawyers-special-how-to-combat-corruption-959,true,1.0000,true,false,
es:957,es,957,Modificaciones a la Ley Aduanera y creación de la figura de la “Agencia Aduanal”,https://www.vonwobeser.com/index.php/publicacion?p_id=957,"Junio, 2018",2018-06,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-957.html,,53488d18-80bb-44d5-a1eb-6c14bda55d41,amendments-to-the-customs-law-and-creation-of-the-customs-agency-957,true,1.0000,true,false,
es:951,es,951,Reforma exige publicación de los socios y accionistas de las sociedades de responsabilidad limitada y sociedades anónimas en México,https://www.vonwobeser.com/index.php/publicacion?p_id=951,"Junio, 2018",2018-06,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-951.html,,f75367bf-53a3-4b05-a96f-73b111a4e122,amendment-requires-publication-of-partners-and-shareholders-of-limited-liability-companies-and-s-951,true,1.0000,true,false,
es:439,es,439,Von Wobeser y Sierra reconocido por GCR 100 como uno de los mejores despachos del mundo en competencia,https://www.vonwobeser.com/index.php/publicacion?p_id=439,"Enero, 2017",2017-01,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-439.html,,ed761a99-7bbf-418a-ac32-0689cc41ffb1,von-wobeser-y-sierra-recognized-by-gcr-100-as-one-of-the-best-100-firms-in-competition-in-the-wo-439,true,1.0000,true,true,
es:274,es,274,Nuevo salario mínimo a partir del 1 de enero de 2016,https://www.vonwobeser.com/index.php/publicacion?p_id=274,"Diciembre, 2015",2015-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-274.html,,db73e6b7-78df-4f1c-b75c-4ea0d8c02edb,new-minimum-wage-as-of-january-1st-2016-274,true,1.0000,true,false,
es:121,es,121,Global Investigations Review (GIR): México aprueba “loca” ley de transparencia – Adrián Magallanes,https://www.vonwobeser.com/index.php/publicacion?p_id=121,"Junio, 2016",2016-06,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-121.html,,c2f696a5-f3d5-4171-99d0-a952a58cf2ef,global-investigations-review-gir-mexico-passes-crazy-transparency-law-adrian-magallanes-121,true,1.0000,true,false,
es:119,es,119,Latin Lawyer: México aprueba “loca” ley de transparencia – Adrián Magallanes,https://www.vonwobeser.com/index.php/publicacion?p_id=119,"Junio, 2016",2016-06,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-119.html,,2c19974c-b3fc-4548-9c91-6622c12bea34,latin-lawyer-mexico-passes-crazy-transparency-law-adrian-magallanes-119,true,1.0000,true,false,
es:117,es,117,Global Competition Review (GCR): Panama Papers leak sparks Mexican investigation – Fernando Carreño,https://www.vonwobeser.com/index.php/publicacion?p_id=117,"Junio, 2016",2016-06,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-117.html,,42927508-c7bf-468a-b2d1-9ffc155f6a5d,global-competition-review-gcr-panama-papers-leak-sparks-mexican-investigation-fernando-carreno-117,true,1.0000,true,false,
es:115,es,115,Latin Lawyer: Panama Papers leak sparks Mexican investigation – Fernando Carreño,https://www.vonwobeser.com/index.php/publicacion?p_id=115,"Junio, 2016",2016-06,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-115.html,,95842eeb-cf1f-4f6c-b1ab-f56255571ee0,latin-lawyer-panama-papers-leak-sparks-mexican-investigation-fernando-carreno-115,true,1.0000,true,false,
es:113,es,113,Congreso Mexicano Emite Regulación Secundaria Anticorrupción,https://www.vonwobeser.com/index.php/publicacion?p_id=113,"Junio, 2016",2016-06,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-113.html,,4e370bbb-1451-4d5f-a51e-179de67b4cd5,mexican-congress-issues-secondary-anticorruption-regulations-113,true,1.0000,true,true,
es:111,es,111,El nuevo paradigma de anticorrupción en México,https://www.vonwobeser.com/index.php/publicacion?p_id=111,"Julio, 2016",2016-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-111.html,,d92235b2-d3c7-4a2e-810f-ac593457c13f,mexico-s-new-anti-corruption-paradigm-111,true,1.0000,true,true,
es:109,es,109,Comunicado sobre Protección de Datos Personales en México,https://www.vonwobeser.com/index.php/publicacion?p_id=109,"Julio, 2016",2016-07,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-109.html,,46922103-a63f-481f-966b-63fa0841b308,communication-regarding-mexican-data-privacy-protection-109,true,1.0000,true,true,
es:107,es,107,La Comisión Nacional de Hidrocarburos emite la convocatoria y las bases de la primera licitación de la Ronda 2,https://www.vonwobeser.com/index.php/publicacion?p_id=107,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-107.html,,9c05be7a-e2d4-424a-8585-1ad3b5751884,the-national-hydrocarbons-commission-issued-the-call-and-the-rules-for-the-first-bidding-of-roun-107,true,1.0000,false,true,
es:105,es,105,"Von Wobeser y Sierra, S.C. participa en La Encuesta de Corrupción Latinoamericana 2016",https://www.vonwobeser.com/index.php/publicacion?p_id=105,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-105.html,,b23f7074-9956-403d-95b6-f6bc36a2c4ae,von-wobeser-y-sierra-participates-in-latinamerica-corruption-survey-2016-105,true,1.0000,false,true,
es:103,es,103,"Adrián Magallanes – Global Pound Conference: El futuro de la resolución de controversias y la mejora del acceso a la justicia- 25 de Agosto, 2016",https://www.vonwobeser.com/index.php/publicacion?p_id=103,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-103.html,,755c03ab-2fcc-42e0-9d7e-376617373daa,adrian-magallanes-global-pound-conference-shaping-the-future-of-dispute-resolution-and-improving-103,true,1.0000,true,false,
es:101,es,101,"Andrés Nieto – Global Pound Conference: El futuro de la resolución de controversias y la mejora del acceso a la justicia- 25 de Agosto, 2016",https://www.vonwobeser.com/index.php/publicacion?p_id=101,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-101.html,,5f245314-5f46-4936-afb4-6dec0292c015,andres-nieto-global-pound-conference-shaping-the-future-of-dispute-resolution-and-improving-acce-101,true,1.0000,true,false,
es:99,es,99,Thomson Reuters Foundation – Andrés Nieto - Pro Bono en México,https://www.vonwobeser.com/index.php/publicacion?p_id=99,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-99.html,,b5484233-5021-487e-ab69-741e305ec185,thomson-reuters-foundation-andres-nieto-pro-bono-in-mexico-99,true,1.0000,true,false,
es:97,es,97,"Von Wobeser y Sierra, S.C. es reconocido por Trust Law Index of Pro Bono 2016",https://www.vonwobeser.com/index.php/publicacion?p_id=97,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-97.html,,4badb46e-66d4-4734-9667-201ecd4b8f29,von-wobeser-y-sierra-recognized-in-trust-lawindex-of-pro-bono-2016-97,true,1.0000,false,true,
es:91,es,91,GCR-Global Competition Review - Las guerras territoriales: la amenaza de separaciones entre las autoridades de competencia de México,https://www.vonwobeser.com/index.php/publicacion?p_id=91,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-91.html,,23fe5d19-7efd-4d89-bc80-d8139f429d63,gcr-global-competition-review-turf-wars-the-threat-of-stand-offs-between-mexico-s-competition-en-91,true,1.0000,true,false,
